,MaritalStatus,NumberOfChildren,NumberOfYoungChildren,Minority,Debts,Income,Education,LegalKnowledge,InvolvedInLegalDispute,ExperienceWithCourtProceedings,CourtProceedingsSatisfaction,ExperienceWithMediation,MediationSatisfaction,ExperienceWithArbitration,ArbitrationSatisfaction,BF1,BF2,BF3,BF4,BF5,BF6,BF7,BF8,BF9,BF10,BF11,BF12,BF13,BF14,BF15,TK1,TK2,TK3,TK4,TK5,TK6,TK7,TK8,TK9,TK10,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Student status,Employment status,STNumber,Speed,Privacy,PublicVindication,NeutralOpinion,MinimizeCosts,MaintainImproveRelationship,CreatePrecedent,MinMaxCompensation,CreativeSolution,ControlOfProcess,ControlOfOutcome,ShiftResponsibility,EnsuringCompliance,TransformationOfTheParties,ImproveUnderstanding,RecognitionApology,Classification,StrengthPosition
BF6,0.032159186240130755,-0.047367444303467184,-0.030024691153326715,0.051274765307704154,-0.013879175776014788,0.11075081292595633,0.015963919983647542,0.07119685806511741,-0.015158271131078076,-0.008832403591464184,-0.0673756552714082,-0.013438075057601232,-0.04423521238373802,0.02870969089153166,0.0018947232889606133,0.18474783568502157,0.20453638998137996,-0.06388611384082529,-0.4841274527947435,-0.5200857604382062,1.0,-0.07999237709489013,0.012014716248885452,0.015781955957407588,0.04285038961475295,-0.05824421651527211,-0.058828507036410405,0.018102867644041676,0.13879671481495626,-0.014762529596725698,0.019283864427188,0.052986346371121595,0.10560000293180317,0.1705094682757925,-0.09594508282619409,0.10958963110494016,0.1258476653423578,-0.013747421815052658,0.0047313912887588325,0.09945939064240997,0.001561357593159959,0.07997010070486965,0.005885471073438386,-0.05839567081755644,-0.04069439401825219,-0.07783149645356663,0.021798817351164745,0.03927249990647908,-0.014221448912372963,0.026742523563642377,0.0684413225627751,0.016560006098578987,-0.0009547753117607587,0.06490442991071962,-0.0309033437897352,-0.022268092250987265,0.05776394079858619,0.020561176385493873,0.06549984302150093,0.06397638268050998,0.046365446508655414,0.030824766238329096,0.0034452661483008076,0.02245147873041344,0.006583127497038686,0.03259951834772135,0.05040929695633259
BF7,0.03563087932386277,0.014928069338508787,-0.031284777065639334,0.038649305162427844,0.04617787552479275,-0.008350283886951635,-0.013864895607410733,0.18678617187844268,0.10993946828596929,0.07059206327509011,0.07429103275404159,0.06484330464767263,0.07546647037752506,0.11452152587823401,0.09836433255412506,-0.037093163656550576,-0.07216892960420766,0.1385529124028445,0.23979121908258158,0.25036249574839076,-0.07999237709489013,1.0,0.3707177324299892,0.5201665933863465,-0.054074878874555636,0.04828779387991605,0.13808108130680197,0.1833534419850039,-0.13596729762112017,0.22377580785196327,0.06679141447071611,-0.04798200839077108,0.04196899788791033,-0.005382954748094282,0.12085023117997226,-0.119475456183326,-0.025492240012980127,0.12317083258202627,0.052207405568013655,-0.04166121503456611,0.04584767003722745,0.03524475311388139,0.026209429020465722,0.0466683525721977,0.038083898694791195,0.054700627915846664,0.020278613754053963,0.013190815515448725,0.027865703883113928,0.07528687296449699,0.009847170400197119,0.043244967350705675,0.05865741928625135,-0.01721218093909759,0.07978894314812426,0.05918217904024283,0.00951659665381538,0.14670834511812592,0.08994516754471268,0.09669676844786196,0.007709425334719897,0.06888351508530174,0.08432312637302583,0.09423283560121323,0.08483290694671941,-0.024332931294751267,0.004694383382540201
BF8,0.09384204434063227,-0.05408536592582615,-0.043949729721223095,0.07536916830200197,0.005179043195304903,0.10642085254562776,-0.037501662390100186,0.004270478581207028,0.04681234623947702,0.06145751108920759,0.04792777660010941,0.0736870799875869,0.06349485317912769,0.08015409353250164,0.06647057642430729,0.1420765101817349,0.10295745273786021,-0.03333229715771498,0.10428645909995769,0.08209202289850624,0.012014716248885452,0.3707177324299892,1.0,0.4792353619545887,-0.019762171230639967,0.11505818352847495,0.12224337757638466,0.09776590175461466,-0.00010839514621080953,0.059488965068543384,0.013970884087800563,0.09993648897183562,-0.0048084472016226105,-0.00894871624853126,0.0293020971655864,-0.0207017794010876,0.0052754723144967305,0.08836534027447847,0.00013362120033036682,0.03821773074587463,0.017769728472135628,-0.09527328488104152,-0.013791394861542185,0.003702270364873717,0.029019136363982553,-0.0067580612941515435,0.04833721593878763,0.09576411201002306,-0.023468503393887036,0.06935679743109152,0.024376626309341374,0.10199766234464011,0.06488763841552812,0.04866427992142178,0.053960297751403756,0.13939662300227545,0.1166042926446517,0.13751170537768148,0.1074757109237205,0.12826576901648773,0.04718715437309264,0.13982659577048148,0.12732762160287253,0.16853709270538902,0.10673300327583951,0.05079245295985432,0.03061829950760224
BF9,0.07349615163872103,-0.0526293212496858,-0.05233632105909888,0.07714819600209304,-0.029134747394849586,0.04452431153034477,0.0008354481184689229,0.08953845306565317,0.11322253765779797,0.08398644019742427,0.10172367559147956,0.058246227436859345,0.05261796438265504,0.07765152124976932,0.06154712275244797,0.06475843450885417,0.04436841327143432,0.07069395970588636,0.1651372114596335,0.1427135845949817,0.015781955957407588,0.5201665933863465,0.4792353619545887,1.0,0.04688324736160819,0.06705687450559925,0.13704946785229843,0.12430055282989899,-0.024035453369952095,0.08788259975995898,0.04048921478467976,0.018318548405356128,0.0050441302180064,0.032657548841215765,0.05933264927937749,-0.06728019590937007,-0.055654100832826146,0.09019386088078354,0.06433150520411682,0.021173312803514522,-0.02002348472354337,0.023299449749985563,-0.03466873970389698,0.017363531352194962,0.032904667077391335,0.0011937213934281397,0.07670183637139216,0.1026079981252414,0.010814587978178268,0.11085195751336485,0.038792165399405394,0.06989295992983047,0.05857901205440903,0.02230484539394888,0.0666816682304473,0.11411003571375464,0.06333440599092743,0.11696791906072562,0.13009058273717558,0.14954952666069377,0.022139618639819475,0.11856876096574367,0.09418893896825131,0.137432169036343,0.0753837851258155,0.015488388504871933,0.00011373030956313586
BF10,0.08954866637188441,-0.08887993944207472,-0.0428611348166833,-0.005603047004186046,-0.011310978722736672,0.07785199562991528,-0.01243434082006573,0.046558663029544416,-0.0028239300284265355,0.004934679181900396,-0.03260413544240496,-0.01789271637306198,-0.020313057175577687,-0.038366338630651975,-0.04402335029757701,0.11153562286028695,0.14504052045278118,-0.10745833245091455,-0.012099791480465914,-0.0769405915508742,0.04285038961475295,-0.054074878874555636,-0.019762171230639967,0.04688324736160819,1.0,-0.14346695489120292,-0.3786753106229418,-0.15542749829210936,0.2965282356751775,-0.19701473196251235,0.0309702654081341,-0.07830009332672555,-0.016800953904471855,-0.012464834650262586,0.20748092315074337,-0.07972236347727805,0.00697691297940858,0.02941816750721928,0.2186949959178764,0.006661922506449155,-0.16559727015076453,0.11341414048417657,0.07653496473554881,0.014740810642889473,0.0231396936872501,0.0044664448167812685,0.07062004418457178,0.07995627928678412,0.007659365920468456,0.005825252317490245,-0.00930143935735705,0.0655840404289092,0.05895631752016249,0.011204455933616752,-0.022759376413357707,0.07867549534778326,0.07725652023848122,-0.0035195038720552876,0.025676276190895946,0.00384513890068683,0.006198758619826298,0.012104957800681038,0.04889788311447582,0.03403569452269721,-0.01315271673688988,0.01700923804840411,0.03887915845860473
BF11,0.03222969734386324,0.023172196839005777,0.029597242997012673,0.045245567287208036,-0.01628024542910749,0.008840823704262075,-0.07189748661211703,0.008081277559370183,0.06477052531409815,0.010158773171282935,0.0010292439749259212,0.04012469946152525,0.044368607950923664,0.039788816210708865,0.01039873467562898,-0.05640988363172866,-0.06858172182998803,0.18210988042261006,0.11325072990378594,0.1910675163961679,-0.05824421651527211,0.04828779387991605,0.11505818352847495,0.06705687450559925,-0.14346695489120292,1.0,0.40278244596189944,0.06383592453185863,0.01888716875614247,0.09805564357785947,0.024782480568364282,0.2090210441632739,0.22645513120160138,0.006289293484386209,-0.03040729920067423,0.11525136767608513,0.08710279224097307,0.019995985571247467,-0.08507760197366808,0.023233236627233065,-0.037583414113323395,0.06060104208845718,-0.06852627152981663,-0.002381911937854963,-0.017758852957643345,-0.019350355365610694,0.12372779169423065,-0.012693277722140487,0.00040636912647841234,0.06020854771992296,0.08072844428955747,0.07020601699605197,0.07920048699622967,0.07996787150692508,0.08275307998901688,0.09527723599943927,0.046129392775387294,0.08461250366278335,0.05739912202660972,0.05498779770049932,0.02842978824828161,0.015809640733684342,0.10212789442236282,0.11870123768441239,0.060938279231155815,0.03395769604398612,0.005170569164244269
BF12,0.0035239699409081626,0.045232254375498146,0.06470885657245629,0.04823036369173014,0.00905352178753897,-0.0360241383252408,-0.016755271271639706,0.0022390616403351487,0.039355406547413825,0.022321785687293115,0.0058372307710352865,0.02869090735383775,0.007998752011113318,-0.0045806271951040495,-0.018387474532084423,-0.044060121115423144,-0.06173113308447621,0.17210421975205956,0.17395957476122267,0.2624134404439953,-0.058828507036410405,0.13808108130680197,0.12224337757638466,0.13704946785229843,-0.3786753106229418,0.40278244596189944,1.0,0.23608002435057235,-0.0865151550867273,0.217697869600435,0.021636438386677122,0.1520996831091145,0.15232358849659458,0.038869704059579485,-0.037958841748287016,0.11381084738424734,0.04611566403945227,-0.00016350422102199405,-0.05739216043410864,0.010304172465903719,-0.002969907018914672,-0.02956207676895597,-0.06070002203138654,0.0035870053257737056,-0.025092257806175,0.020409587145884492,0.0651432248909364,0.018224565489837183,-0.007791339485409463,0.06841634071678639,0.07583451126688891,0.04319055032550659,0.043336839499841795,0.0418048705657243,0.10290379284444592,0.08691276713416055,0.009038025150521014,0.08420582681983355,0.08727441137731304,0.07832779492884605,0.04014269592448568,0.06574948945708545,0.08795490838697198,0.12325466066349842,0.1029791819701936,0.020487965987431172,0.0066801009442360995
BF13,-0.10866243559035177,0.18731848390648714,0.11073841790984172,0.13177007258965978,0.08332374968057739,-0.11004470432257728,0.0673800035299098,0.15117568936747108,0.07811857907003857,0.04536914835506817,0.049452125779184675,0.02133633332827897,0.012293137193393448,0.04926792993283316,0.042283468181489176,0.022308905585558123,-0.0011865010571638183,0.08937323115079798,0.14406519187472722,0.18066050263068825,0.018102867644041676,0.1833534419850039,0.09776590175461466,0.12430055282989899,-0.15542749829210936,0.06383592453185863,0.23608002435057235,1.0,-0.354955835181114,0.3925215743349553,0.07864976474741824,0.05065079789553287,0.010770549587055034,0.04202750919336864,0.038165418035444536,-0.02134321508944648,-0.010507116848299828,0.10761698974814897,0.03692440609660958,0.04271143793910974,0.17208165451923896,-0.1012966068059343,-0.05052629852214672,0.07403375921280098,0.04171207206032842,0.08555573343174992,-0.03293574040707304,-0.061698500408931545,-0.057665880617896924,0.03957718797562405,-0.0026381907775567095,0.003010225034586113,0.02591127054495126,0.0016394002236746336,0.04446380813554591,0.05472235891100173,0.06102212271284782,0.11812481072712186,0.09332446634154776,0.09261835722309285,0.060776362737351756,0.11473322288148058,0.12661902212455914,0.13916987296162492,0.08991862426008966,-0.005943449336278516,-0.021666698379758917
BF14,0.2366161147078874,-0.258056387406619,-0.18930979891641805,0.017534951690147425,-0.08028355193384502,0.18693614999564792,-0.03221458678179417,0.00607505373695571,-0.048106242324057295,-0.024739655112265797,-0.062433975420184286,-0.022492286571042863,-0.036761749440758607,-0.06156244025539525,-0.0857632805710076,0.1761158392907828,0.19731453747951863,-0.10901881792648666,-0.12269497892838646,-0.19018237592176687,0.13879671481495626,-0.13596729762112017,-0.00010839514621080953,-0.024035453369952095,0.2965282356751775,0.01888716875614247,-0.0865151550867273,-0.354955835181114,1.0,-0.31125476061729934,0.0017859879014698837,0.035105124108615014,0.08246742044508826,0.05180809671369478,0.0495078985013007,0.04096826936122933,0.05799942762612513,-0.05986729061876082,0.055407606093785436,0.05886021307791938,-0.2926365023447021,0.1473550728666525,-0.013662837772059948,-0.09970634755903854,-0.10838900463046844,-0.11402311331717076,0.154342301441411,0.1693617698405517,0.09425126432787803,-0.0027926097673346122,-0.009907920345634976,0.09128754800042907,0.07764187683691548,0.04956762683945289,-0.017949172452288973,0.057739532594084056,0.10354725827717541,-0.0995309095154997,-0.003189119031608993,0.022056904813820576,0.029228266684942605,0.046273633873258106,0.029922809760735625,0.015358677554902233,0.04876048223825971,0.031504493960856965,0.07394542561062857
BF15,-0.14966311036633423,0.1287081157002102,0.13624464587950638,0.023674444716193996,0.018053889000440745,-0.15576778840512445,0.013780983577933883,0.0464234020223809,0.02296050648788912,-0.018385530000419936,-0.018225560293587392,0.05585868440416369,0.05473552530143892,0.03174191811695368,0.03494468287003699,-0.10410501005269412,-0.07752909671745989,0.20211126212991762,0.13724989826996503,0.18324878396585217,-0.014762529596725698,0.22377580785196327,0.059488965068543384,0.08788259975995898,-0.19701473196251235,0.09805564357785947,0.217697869600435,0.3925215743349553,-0.31125476061729934,1.0,0.04490402083228757,0.006955450676176288,-0.03407537872628136,-0.0009859519324281478,0.05747511771211675,-0.07285104299550572,-0.05359947879441598,0.17443860919334403,0.007861637361863669,-0.01676490784034514,0.1473237155611365,-0.04597992468850867,-0.010007686977151497,0.014924026073372542,0.038464504558941764,0.0365255527024418,-0.03932735769567813,-0.09472280227794057,-0.044659630456276425,0.03941871089054156,0.04314412782427005,-0.01581067502015981,0.019429913882805554,0.03706326400934788,0.051315717471726696,0.04833798425756624,-0.0014599007068567967,0.08350365790144271,0.11587300457319208,0.12674747758210514,0.004668213885995464,0.04642917136287817,0.04184073721104474,0.0835849311160853,0.03263587161156683,-0.025071804536825112,-0.007925434310769856
TK1,0.07212810784551764,-0.013783214081801894,-0.0031626389446748433,0.06471593219106225,0.0006562153167966071,0.07266335964588747,-0.008769938951251492,0.0914228617952719,0.025682293392637924,-0.01679401010164968,-0.04197413773548005,0.04710216475653516,0.028838128663594104,0.05846772916409489,0.038098728142016744,0.01612393525924726,0.049851470074950596,0.02476851130811193,0.08062585654655381,0.06754151651942708,0.019283864427188,0.06679141447071611,0.013970884087800563,0.04048921478467976,0.0309702654081341,0.024782480568364282,0.021636438386677122,0.07864976474741824,0.0017859879014698837,0.04490402083228757,1.0,-0.0014157952478902887,0.18720160301918587,-0.010423806353006257,0.06511673371731432,0.021926137651744802,0.08676331953706376,-0.011703492261023645,0.15757041802865818,0.02308581881723875,-0.06801351624579023,0.032666700499563724,-0.003647094810767674,0.011512247727245229,0.04910115570274106,0.034742119548784776,0.1145462543389841,0.01762706483580701,-0.00660955137631036,-0.012423276268403595,-0.021784499566700914,0.04539528733275042,0.020476653087794186,-0.015197226236064253,-0.005694382692207286,0.025626713068094453,0.019052494023333325,-0.0163386907313129,0.01217155118994278,0.049078917398398515,0.03304477689771668,-0.009305151416102124,-0.0031351248164845744,0.0033048929169962955,0.00626726912334573,0.010631810496912137,0.050771078756525784
TK2,0.0333026104858867,-0.04351899234304122,0.027850137866825754,0.005886234376902816,0.07215483636972525,0.10568396369491288,-0.014472254780600652,-0.035120575619785474,-0.0012281106166100978,0.014815952765220951,-0.01380410310236469,-0.052020348103069804,-0.08539704560226473,-0.03501677046275395,-0.07701433702124906,0.11459302289198718,0.10027558190476431,0.007783194166349691,-0.026605600622463817,0.011237893945330623,0.052986346371121595,-0.04798200839077108,0.09993648897183562,0.018318548405356128,-0.07830009332672555,0.2090210441632739,0.1520996831091145,0.05065079789553287,0.035105124108615014,0.006955450676176288,-0.0014157952478902887,1.0,0.17273297854620165,0.12479130524266742,-0.14387817166279993,0.19196572348794816,0.10600879409131723,0.0038100429948656,-0.17345386320683714,0.08856292665615825,-0.030771112149760277,0.004954428405349723,-0.07989984330483649,-0.012884692025444894,-0.013334409854383342,-0.014065117187018543,0.09308985772755655,0.016739014504250905,-0.023001495633503188,0.031340122683975555,0.0638046618839177,0.07536421023178685,0.08856728983188485,0.024045289395926494,0.09579727315803026,0.09174217194994762,0.04192766261726447,0.05421084689024719,0.05179235694321256,0.04962622635229708,0.10380112599367816,0.07739161592554504,0.14087106872961083,0.14349192943551112,0.03716948568153493,0.03381520470827422,0.033643446707564105
TK3,0.11590816374733913,-0.061003855078623354,-0.018623309413119123,0.05056720823273383,0.05715326626250097,0.05658362513924118,-0.0018776491006081294,0.05049844408396757,-0.031016790617449115,-0.043401155401171024,-0.06081447627232022,-0.051905110874307755,-0.06582578774019676,0.031223648482921664,-0.006702981749479882,0.102189371557276,0.10752618281228787,-0.005566772941134148,-0.05563760138960076,-0.015974998264931744,0.10560000293180317,0.04196899788791033,-0.0048084472016226105,0.0050441302180064,-0.016800953904471855,0.22645513120160138,0.15232358849659458,0.010770549587055034,0.08246742044508826,-0.03407537872628136,0.18720160301918587,0.17273297854620165,1.0,0.07042910037079687,-0.11289723509097431,0.1144676056112707,0.2761063993779617,-0.18570790269070347,-0.011765188802697179,0.12749417003682265,-0.10086442526087734,0.03946872086629794,-0.00823816691194287,0.019701530009089963,0.07225534246651764,0.022863660484468917,0.13600492256827498,-0.00641656496694205,0.00020028351147436302,0.01775492688906027,0.07543407434167898,0.08977642089003438,0.042303648541156876,0.00440697583770271,0.016449378799099305,0.028911740853262768,0.04488989234378792,0.0019569157635665694,0.009366407173205029,0.03151673710835338,0.08334569290794974,0.053470278573282196,0.018251788943124687,0.05392583860723709,0.04091344684297026,0.029670928427219675,0.08982677256258355
TK4,-0.0013972179692731182,-0.010724978561478958,0.010496079963944041,0.08522130188170723,0.05822317466714151,0.02864137503965023,0.007460876681221253,0.1026400312689951,0.00635571178558844,0.015053155224032546,0.02117413702609046,-0.03292650578649864,-0.03302968747896339,-0.013796414433329345,-0.00096821083952397,0.06381662451945432,0.0250432700016691,0.026101740813022103,-0.09466233224542964,-0.05822274469484114,0.1705094682757925,-0.005382954748094282,-0.00894871624853126,0.032657548841215765,-0.012464834650262586,0.006289293484386209,0.038869704059579485,0.04202750919336864,0.05180809671369478,-0.0009859519324281478,-0.010423806353006257,0.12479130524266742,0.07042910037079687,1.0,-0.0940727024019546,0.07658044045154512,0.14941121145824054,0.017608638025082505,-0.05266644676649453,0.19724674884252558,0.02191770767359862,0.03345407531572015,-0.0536665928982885,0.03815634884144974,0.034756643605489794,0.059641648076298,0.018447927664202907,-0.0038835483575312274,0.03248588226679449,0.028409169780522516,0.041304850867263224,0.01724968146605163,-0.018104318569296014,0.11126917729611212,-0.0005982012915645419,-0.009301202887108985,0.08648152613202538,-0.01164317491637313,-0.0058625336093608045,0.023118314261890836,0.014889711131150242,0.006675507719876477,0.022629156427627417,0.008264100275881321,-0.02974979057384156,0.009014991318417806,0.07080087225762896
TK5,-0.028584504385498203,0.08197235571972213,0.08145866180794822,-0.028192679189935538,0.08355491389541397,0.0022931279962373095,0.058583616815214706,0.07034553366776698,0.09935289292350497,0.09905858040291658,0.1034365031784011,0.09114461337549588,0.08349576005283645,0.08294255682732168,0.07708803284523673,-0.09945377916021066,-0.08090787179809296,0.15847857332382653,0.16954292991235756,0.15391973213073312,-0.09594508282619409,0.12085023117997226,0.0293020971655864,0.05933264927937749,0.20748092315074337,-0.03040729920067423,-0.037958841748287016,0.038165418035444536,0.0495078985013007,0.05747511771211675,0.06511673371731432,-0.14387817166279993,-0.11289723509097431,-0.0940727024019546,1.0,-0.19452711227400168,-0.031936384104741734,0.1406683934805671,0.33453622546325473,-0.03882298110503559,-0.016511889312288332,0.19903432562055431,0.011174628002994829,0.0009109870711306348,0.02056750841629074,0.035039699674822594,0.06988722814136519,-0.013376101306927799,0.0014189778147205092,0.04734636359828618,0.016172319857446032,0.06862935918145097,0.022548035222831345,0.01239572299266932,0.029955257012209854,0.07768133230405451,0.04330754343167435,0.08774560699892857,0.07814123782434321,0.05914687657301905,0.013716963177541295,0.008038751200631857,0.03943990377539539,0.009247351884557007,0.0054368971197126205,0.026799935489808555,-0.00289786588591664
TK6,0.0384194509596539,-0.06554286483079817,-0.0011192857065171543,0.0005783276549738189,0.04781935139738537,0.09922175942887072,0.044888940214924906,-0.023248290304608853,0.0034247139472640496,-0.005906877230170811,-0.017933986525301232,-0.0030980364733743946,-0.020908102102350487,0.003928707166354338,-0.009705631656160809,0.12787359772514365,0.12846541983359275,-0.055405585778347345,-0.06357919284127954,-0.03376431769936487,0.10958963110494016,-0.119475456183326,-0.0207017794010876,-0.06728019590937007,-0.07972236347727805,0.11525136767608513,0.11381084738424734,-0.02134321508944648,0.04096826936122933,-0.07285104299550572,0.021926137651744802,0.19196572348794816,0.1144676056112707,0.07658044045154512,-0.19452711227400168,1.0,0.12084000300838019,-0.07220052172317233,-0.16050499498248572,0.02648145246822426,-0.029793265392920876,-0.0022945506930833596,-0.002693998676097065,-0.028886812446100068,-0.04432220758050548,-0.05476604716312957,0.03863656230559199,0.03378790187498721,-0.019284603731893248,0.05244102402281717,-0.002998197888101313,0.09288281491369244,0.07187387100274063,-0.009337953731396214,0.007532443075201561,0.028417103102999705,0.0012115898822426371,-0.04315429952676864,-0.026251087686112964,-0.015072019751283498,0.04907040787716435,0.04740926133387772,0.03363567483367805,0.024649410809770417,0.03604342276640516,0.09385121812354036,0.04433694871615486
TK7,0.02859307079082423,0.0015847836690606205,0.041010556662303535,0.03738920192240475,0.07842621182773954,0.057072412706770985,-0.0012862609534467064,0.07709609052044931,0.05596508062590732,0.0055211013548628705,-0.00807290255217712,0.022878151540172576,0.020862214367385355,0.04387715233069255,0.005289488173423099,0.11623995916983046,0.12281374439562207,-0.10532269978515554,-0.039626828845708485,-0.03277671398846484,0.1258476653423578,-0.025492240012980127,0.0052754723144967305,-0.055654100832826146,0.00697691297940858,0.08710279224097307,0.04611566403945227,-0.010507116848299828,0.05799942762612513,-0.05359947879441598,0.08676331953706376,0.10600879409131723,0.2761063993779617,0.14941121145824054,-0.031936384104741734,0.12084000300838019,1.0,-0.10695936588679594,0.01919523394345288,0.07288203293677623,0.008612784020313945,0.03717732779163769,0.005936188502664955,0.014366699002981683,0.04693327844338016,0.00936011588179639,0.09506274931165357,0.0566073952800286,-0.014095580882287476,-0.0016282242761163053,0.04496492532532511,0.06072289879040206,0.051984172119446545,0.00043716947058469903,-0.004874595580231484,0.04949594066809675,0.07533370267915959,0.010094970876291985,0.042250593490694564,0.03396330105483872,0.06545807737053158,0.05679709483556196,0.025541779608228694,0.013073378454678949,0.030749266501815923,0.027882083854426695,0.06596372386305963
TK8,-0.03886638040966506,0.028148344764975606,0.009413860699155004,-0.02523249889116154,0.0004178023423193993,0.08036225170272243,0.06460361302816635,0.10733022237210738,0.09501772410041316,0.06629695651623686,0.04103342908080847,0.08113367225755819,0.06006316846090498,0.0026956232220903633,-0.013977494658778825,-0.001094862736276419,-0.00616070085365607,0.09273425728993603,0.15151916400308235,0.14025369584099523,-0.013747421815052658,0.12317083258202627,0.08836534027447847,0.09019386088078354,0.02941816750721928,0.019995985571247467,-0.00016350422102199405,0.10761698974814897,-0.05986729061876082,0.17443860919334403,-0.011703492261023645,0.0038100429948656,-0.18570790269070347,0.017608638025082505,0.1406683934805671,-0.07220052172317233,-0.10695936588679594,1.0,0.07142132973973452,-0.024983086447974708,0.02909189427543151,0.03226071360231611,0.06859508583983738,0.043099542884314425,0.06556359676114168,0.058181389706695084,0.07423748632030135,0.03256660633014585,0.027717067665096497,0.06663413678011552,0.01666327636833681,0.015237744420632363,0.08393297188718622,0.008561286244859889,0.00015939576792062778,0.058169011717249204,0.04665730463468583,0.04991120263898843,0.03759155693133951,0.04599510344001121,0.09873945502738553,0.00867438718804954,0.045364784179364584,0.03875650974795044,0.015667631428098655,-0.006985635650541715,0.00705381387114943
TK9,0.025226124840103184,0.05719512975211436,0.0267027195389807,0.013738651409101832,-0.02228405156878001,-0.018124525277561237,0.021468240697582748,0.05134639890738821,0.07545658739146839,0.08006225216919598,0.03179692083654845,0.05951789076950893,0.03879700845974566,0.04382437413584787,0.028250122777540024,-0.03555597987161759,-0.0323466265359108,0.050842599805862414,0.11434807089758697,0.02512148996656409,0.0047313912887588325,0.052207405568013655,0.00013362120033036682,0.06433150520411682,0.2186949959178764,-0.08507760197366808,-0.05739216043410864,0.03692440609660958,0.055407606093785436,0.007861637361863669,0.15757041802865818,-0.17345386320683714,-0.011765188802697179,-0.05266644676649453,0.33453622546325473,-0.16050499498248572,0.01919523394345288,0.07142132973973452,1.0,0.04180619395583642,0.011871753021526507,0.08487130351465828,-0.005028417759891994,-0.027847464653476477,0.016007682959725242,-0.005835538493907605,0.044586783159058355,-0.004707608549263981,0.011971170346677804,0.0444220596735324,0.0042842320572487325,0.007843253036853853,-0.02889535623502077,-0.0170680012770905,-0.023397513939567755,0.04048086022816615,0.03197955115284591,0.019276476769766418,0.039575808409594244,0.025019942593554438,0.03025952783133277,0.0037706009035895654,0.0525028000602762,0.05241119667738368,-0.0028352654744183657,0.023785145223246856,-0.01978541833993428
TK10,0.010127973154940103,-0.016682654391098853,0.015431847276471495,-0.008844125221571941,0.0014001082235925249,0.020511484460698955,0.023789443346051556,0.016490076665695973,-0.04831954846978813,-0.01897995100992089,-0.015187483154621212,-0.0518259129098088,-0.06043067665417408,0.0032192261708627727,0.006679232592228319,0.10062868956385501,0.11871597293671937,-0.024053903904005677,-0.09640664996707936,-0.10069258452580859,0.09945939064240997,-0.04166121503456611,0.03821773074587463,0.021173312803514522,0.006661922506449155,0.023233236627233065,0.010304172465903719,0.04271143793910974,0.05886021307791938,-0.01676490784034514,0.02308581881723875,0.08856292665615825,0.12749417003682265,0.19724674884252558,-0.03882298110503559,0.02648145246822426,0.07288203293677623,-0.024983086447974708,0.04180619395583642,1.0,0.0016021824655038845,-0.024552601171899828,0.002472947284491108,-0.033756622613666236,0.004281481074822115,-0.026815914704418513,0.028083969420454987,0.009268582116554382,-0.0646624476413655,0.044337106584779185,0.02989995847011392,0.08346103532077866,0.03682257087604584,-0.009244419297405871,-0.018063786482492766,0.03693673285100324,0.03604441802125621,-0.026074833301348323,-0.0020461508454915345,0.011882172653051725,0.08492577076964089,0.06535584957200583,0.06031565136661676,0.006547023066434447,-0.009939578550137253,0.003628203692372315,0.019346062146419426
Age,-0.46058954290011983,0.5874944656504841,0.3707313089881006,-0.04604333075949786,0.13011686985195742,-0.10224927816410981,0.0314570709975771,0.03503743059826323,0.1269458349809985,0.07140582526483501,0.07979600203228754,0.056079649334880015,0.05151795137176722,0.002106541419702416,-0.0025388641098561446,-0.1461793947617305,-0.10690580206511044,0.04766191552593353,0.046641918826187206,0.007473191663367005,0.001561357593159959,0.04584767003722745,0.017769728472135628,-0.02002348472354337,-0.16559727015076453,-0.037583414113323395,-0.002969907018914672,0.17208165451923896,-0.2926365023447021,0.1473237155611365,-0.06801351624579023,-0.030771112149760277,-0.10086442526087734,0.02191770767359862,-0.016511889312288332,-0.029793265392920876,0.008612784020313945,0.02909189427543151,0.011871753021526507,0.0016021824655038845,1.0,-0.0776705470631369,0.05782669110053729,0.10456695307103767,0.09903883225515472,0.10582207862986044,-0.3903680104731059,-0.19879927175657613,-0.08955601160811899,0.021039312698513685,0.000491913218558919,-0.013835905126597322,-0.0034016307189730054,0.0030353688837180728,0.05539560116117936,-0.03404363699820217,-0.06676802843576066,0.1309082816062522,-0.061062502109324096,-0.06154918601255712,0.03564168734114738,0.02727055632685133,0.03647688392890187,0.009090658083869642,0.025501785986196256,-0.05023354440439043,-0.04780943164496786
